InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,source_file,is_cancellation,line_total
520693,21871,SAVE THE PLANET MUG,12,2010-08-29 10:16:00,1.25,13995.0,United Kingdom,online_retail_II,False,15.0
572090,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-10-20 14:33:00,0.95,13573.0,United Kingdom,online_retail_I,False,1.9
C521233,22423,REGENCY CAKESTAND 3 TIER,-1,2010-09-03 11:17:00,10.95,13093.0,United Kingdom,online_retail_II,True,-10.95
512461,21214,SET OF 72 IVORY PAPER DOILIES,12,2010-06-16 10:23:00,1.45,13338.0,United Kingdom,online_retail_II,False,17.4
551854,23135,SMALL ZINC HEART WALL ORGANISER,4,2011-05-04 14:55:00,5.75,13576.0,United Kingdom,online_retail_I,False,23.0
536995,35951,,57,2010-12-03 15:29:00,0.0,,United Kingdom,online_retail_I,False,0.0
575073,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2011-11-08 13:10:00,0.42,13975.0,United Kingdom,online_retail_I,False,2.52
565396,85034C,3 ROSE MORRIS BOXED CANDLES,1,2011-09-02 16:39:00,8.29,,United Kingdom,online_retail_I,False,8.29
571046,22629,SPACEBOY LUNCH BOX ,2,2011-10-13 13:35:00,1.95,18096.0,United Kingdom,online_retail_I,False,3.9
496927,22125,UNION JACK HOT WATER BOTTLE ,3,2010-02-04 16:18:00,5.95,17293.0,United Kingdom,online_retail_II,False,17.85
564754,20713,JUMBO BAG OWLS,1,2011-08-30 10:29:00,4.13,,United Kingdom,online_retail_I,False,4.13
499858,22432,WATERING CAN PINK BUNNY,1,2010-03-02 17:04:00,4.21,,United Kingdom,online_retail_II,False,4.21
566213,23291,DOLLY GIRL CHILDRENS CUP,8,2011-09-09 15:09:00,1.25,14895.0,United Kingdom,online_retail_I,False,10.0
526399,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-10-11 13:35:00,2.55,15439.0,United Kingdom,online_retail_II,False,15.299999999999999
570690,22310,IVORY KNITTED MUG COSY ,1,2011-10-11 16:37:00,3.29,,United Kingdom,online_retail_I,False,3.29
562341,20685,DOORMAT RED RETROSPOT,1,2011-08-04 12:13:00,7.95,15005.0,United Kingdom,online_retail_I,False,7.95
558539,23286,BLUE VINTAGE SPOT BEAKER,8,2011-06-30 12:14:00,0.85,16556.0,United Kingdom,online_retail_I,False,6.8
489702,22109,FULL ENGLISH BREAKFAST PLATE,16,2009-12-02 10:52:00,3.39,17511.0,United Kingdom,online_retail_II,False,54.24
489598,21642,ASSORTED TUTTI FRUTTI PEN,24,2009-12-01 14:35:00,0.85,16620.0,United Kingdom,online_retail_II,False,20.4
569563,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-10-05 09:46:00,1.45,12481.0,Germany,online_retail_I,False,17.4
497354,82581,TOILET METAL SIGN,1,2010-02-08 16:53:00,1.28,,United Kingdom,online_retail_II,False,1.28
550192,84509B,SET OF 4 FAIRY CAKE PLACEMATS,8,2011-04-15 08:45:00,3.75,12582.0,Finland,online_retail_I,False,30.0
568517,23319,BOX OF 6 MINI 50'S CRACKERS,2,2011-09-27 12:52:00,2.49,14456.0,United Kingdom,online_retail_I,False,4.98
509467,85099B,JUMBO BAG RED RETROSPOT,20,2010-05-24 10:58:00,1.95,13418.0,United Kingdom,online_retail_II,False,39.0
571653,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,72,2011-10-18 12:17:00,0.38,14298.0,United Kingdom,online_retail_I,False,27.36
544434,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,6,2011-02-18 16:12:00,1.65,,United Kingdom,online_retail_I,False,9.899999999999999
550182,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-04-14 17:44:00,1.06,18198.0,United Kingdom,online_retail_I,False,101.76
508620,22518,CHILDS GARDEN BRUSH BLUE,6,2010-05-17 13:44:00,2.1,17442.0,United Kingdom,online_retail_II,False,12.600000000000001
555349,21179,NO JUNK MAIL METAL SIGN,5,2011-06-02 12:08:00,1.25,16729.0,United Kingdom,online_retail_I,False,6.25
529313,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2010-10-27 13:18:00,7.95,15373.0,United Kingdom,online_retail_II,False,7.95
532983,22575,METAL MERRY CHRISTMAS WREATH,8,2010-11-15 13:54:00,1.95,14911.0,EIRE,online_retail_II,False,15.6
489857,21166,COOK WITH WINE METAL SIGN ,4,2009-12-02 14:43:00,4.3,,United Kingdom,online_retail_II,False,17.2
544463,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-02-20 14:31:00,2.95,12988.0,United Kingdom,online_retail_I,False,2.95
533975,21429,RED GINGHAM ROSE JEWELLERY BOX,4,2010-11-19 13:24:00,1.65,15465.0,United Kingdom,online_retail_II,False,6.6
550016,22621,TRADITIONAL KNITTING NANCY,12,2011-04-14 10:54:00,1.65,15416.0,United Kingdom,online_retail_I,False,19.799999999999997
571552,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-10-18 08:42:00,0.85,16848.0,United Kingdom,online_retail_I,False,10.2
552821,21385,IVORY HANGING DECORATION  HEART,2,2011-05-11 12:58:00,0.85,18118.0,United Kingdom,online_retail_I,False,1.7
527439,79000,MOROCCAN TEA GLASS,12,2010-10-18 08:42:00,0.85,12376.0,Switzerland,online_retail_II,False,10.2
546764,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-03-16 14:31:00,1.49,15671.0,United Kingdom,online_retail_I,False,17.88
493075,21912,VINTAGE SNAKES & LADDERS,1,2009-12-22 09:48:00,3.75,,United Kingdom,online_retail_II,False,3.75
524087,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2010-09-27 11:41:00,2.51,,United Kingdom,online_retail_II,False,10.04
491686,15056BL,EDWARDIAN PARASOL BLACK,12,2009-12-13 12:50:00,5.95,17920.0,United Kingdom,online_retail_II,False,71.4
531690,48173c,DOORMAT BLACK FLOCK ,1,2010-11-09 11:49:00,16.98,,United Kingdom,online_retail_II,False,16.98
558030,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-06-24 12:00:00,2.95,16419.0,United Kingdom,online_retail_I,False,17.700000000000003
538524,85129B,BEADED CRYSTAL HEART GREEN SMALL,2,2010-12-13 09:35:00,2.51,,United Kingdom,online_retail_I,False,5.02
566266,22983,CARD BILLBOARD FONT,12,2011-09-11 13:22:00,0.42,17299.0,United Kingdom,online_retail_I,False,5.04
519672,22424,ENAMEL BREAD BIN CREAM,1,2010-08-19 12:21:00,25.49,,United Kingdom,online_retail_II,False,25.49
537065,21556,CERAMIC STRAWBERRY MONEY BOX,6,2010-12-05 11:57:00,2.55,12567.0,France,online_retail_I,False,15.299999999999999
566076,22192,BLUE DINER WALL CLOCK,6,2011-09-09 09:13:00,8.5,12449.0,Belgium,online_retail_I,False,51.0
558774,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2011-07-04 10:17:00,1.63,,United Kingdom,online_retail_I,False,1.63
496338,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2010-01-31 15:34:00,3.95,17230.0,United Kingdom,online_retail_II,False,23.700000000000003
573629,22508,DOORSTOP RETROSPOT HEART,4,2011-10-31 15:30:00,3.75,12522.0,Germany,online_retail_I,False,15.0
500091,85205B,PINK FELT EASTER RABBIT GARLAND,1,2010-03-04 12:06:00,5.06,,United Kingdom,online_retail_II,False,5.06
570086,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-10-07 11:22:00,2.55,17086.0,United Kingdom,online_retail_I,False,30.599999999999998
524087,21657,MILK BOTTLE WITH GLASS STOPPER ,2,2010-09-27 11:41:00,14.43,,United Kingdom,online_retail_II,False,28.86
490292,16258B,DAISY ERASERS IN BAG,1,2009-12-04 13:23:00,0.42,16723.0,United Kingdom,online_retail_II,False,0.42
543713,21731,RED TOADSTOOL LED NIGHT LIGHT,10,2011-02-11 11:46:00,4.13,,United Kingdom,online_retail_I,False,41.3
514114,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,2010-06-30 12:49:00,1.25,14555.0,United Kingdom,online_retail_II,False,15.0
552721,22916,HERB MARKER THYME,12,2011-05-11 09:55:00,0.65,14691.0,United Kingdom,online_retail_I,False,7.800000000000001
516475,48184,DOORMAT ENGLISH ROSE ,2,2010-07-20 16:23:00,7.49,14040.0,United Kingdom,online_retail_II,False,14.98
548565,21937,STRAWBERRY   PICNIC BAG,5,2011-04-01 10:23:00,2.95,16180.0,United Kingdom,online_retail_I,False,14.75
514661,22499,WOODEN UNION JACK BUNTING,4,2010-07-05 12:50:00,5.95,14701.0,United Kingdom,online_retail_II,False,23.8
490963,20757,RED DAISY POCKET BOOK ,1,2009-12-08 15:49:00,1.7,,United Kingdom,online_retail_II,False,1.7
573585,22595,GINGHAM HEART DECORATION,7,2011-10-31 14:41:00,1.63,,United Kingdom,online_retail_I,False,11.41
518394,20961,STRAWBERRY BATH SPONGE ,1,2010-08-08 12:35:00,1.25,14606.0,United Kingdom,online_retail_II,False,1.25
580610,23284,DOORMAT KEEP CALM AND COME IN,3,2011-12-05 11:48:00,15.79,,United Kingdom,online_retail_I,False,47.37
528145,21155,RED RETROSPOT PEG BAG,1,2010-10-20 15:56:00,4.21,,United Kingdom,online_retail_II,False,4.21
505969,82551,LAUNDRY 15C METAL SIGN,2,2010-04-26 16:36:00,1.25,17231.0,United Kingdom,online_retail_II,False,2.5
565418,22796,PHOTO FRAME 3 CLASSIC HANGING,2,2011-09-04 12:07:00,9.95,13576.0,United Kingdom,online_retail_I,False,19.9
559052,82494L,WOODEN FRAME ANTIQUE WHITE ,13,2011-07-05 16:53:00,7.46,,United Kingdom,online_retail_I,False,96.98
504139,47505,MINATURE COLOURED GARDENING SET,4,2010-04-11 12:37:00,4.95,17769.0,United Kingdom,online_retail_II,False,19.8
565840,23337,EGG FRYING PAN MINT ,2,2011-09-07 12:02:00,2.08,,United Kingdom,online_retail_I,False,4.16
543546,22197,SMALL POPCORN HOLDER,4,2011-02-09 16:52:00,1.63,,United Kingdom,online_retail_I,False,6.52
550500,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-04-18 15:26:00,2.92,,United Kingdom,online_retail_I,False,2.92
503185,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2010-03-30 14:29:00,2.51,,United Kingdom,online_retail_II,False,15.059999999999999
581400,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-12-08 13:36:00,1.25,14056.0,United Kingdom,online_retail_I,False,15.0
533348,85136A,YELLOW SHARK HELICOPTER,1,2010-11-17 09:23:00,8.47,,United Kingdom,online_retail_II,False,8.47
491206,84841,,-54,2009-12-10 14:10:00,0.0,,United Kingdom,online_retail_II,False,-0.0
581492,21832,CHOCOLATE CALCULATOR,1,2011-12-09 10:03:00,3.29,,United Kingdom,online_retail_I,False,3.29
573904,23046,PAPER LANTERN 9 POINT DELUXE STAR,4,2011-11-01 14:54:00,6.65,14505.0,United Kingdom,online_retail_I,False,26.6
575969,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,20,2011-11-13 12:47:00,0.29,13571.0,United Kingdom,online_retail_I,False,5.8
516482,22172,METAL SHELF WITH RAIL ,2,2010-07-21 09:27:00,8.5,13976.0,United Kingdom,online_retail_II,False,17.0
537806,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,2010-12-08 13:21:00,1.95,13113.0,United Kingdom,online_retail_I,False,23.4
534289,22766,PHOTO FRAME CORNICE,1,2010-11-22 11:25:00,5.91,,United Kingdom,online_retail_II,False,5.91
494679,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-01-18 10:23:00,5.45,12877.0,United Kingdom,online_retail_II,False,16.35
542789,22385,JUMBO BAG SPACEBOY DESIGN,100,2011-02-01 10:38:00,1.65,17511.0,United Kingdom,online_retail_I,False,165.0
572225,23392,SPACEBOY ROCKET LOLLY MAKERS,6,2011-10-21 13:50:00,2.08,13157.0,United Kingdom,online_retail_I,False,12.48
531477,22688,DOORMAT PEACE ON EARTH BLUE,4,2010-11-08 14:19:00,7.95,13538.0,United Kingdom,online_retail_II,False,31.8
580677,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-12-05 14:40:00,4.95,16200.0,United Kingdom,online_retail_I,False,4.95
555495,23199,JUMBO BAG APPLES,10,2011-06-03 14:42:00,2.08,17068.0,United Kingdom,online_retail_I,False,20.8
568056,22631,CIRCUS PARADE LUNCH BOX ,12,2011-09-23 12:55:00,1.95,12705.0,Germany,online_retail_I,False,23.4
526403,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2010-10-11 13:49:00,8.47,,United Kingdom,online_retail_II,False,8.47
563195,20963,APPLE BATH SPONGE,1,2011-08-12 16:36:00,2.46,,United Kingdom,online_retail_I,False,2.46
491155,22207,FRYING PAN UNION FLAG,2,2009-12-10 09:49:00,8.65,,United Kingdom,online_retail_II,False,17.3
571733,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-10-19 09:59:00,2.08,16187.0,United Kingdom,online_retail_I,False,41.6
581219,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-12-08 09:28:00,10.79,,United Kingdom,online_retail_I,False,21.58
538011,21733,RED HANGING HEART T-LIGHT HOLDER,5,2010-12-09 12:24:00,2.95,14896.0,United Kingdom,online_retail_I,False,14.75
567613,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-09-21 11:49:00,1.45,13908.0,United Kingdom,online_retail_I,False,17.4
575736,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,2011-11-11 08:47:00,0.39,12697.0,Sweden,online_retail_I,False,28.080000000000002
546899,22355,CHARLOTTE BAG SUKI DESIGN,50,2011-03-17 18:27:00,0.72,14298.0,United Kingdom,online_retail_I,False,36.0
514198,21936,RED RETROSPOT PICNIC BAG,1,2010-06-30 15:55:00,5.91,,United Kingdom,online_retail_II,False,5.91
504257,22568,FELTCRAFT CUSHION OWL,4,2010-04-12 13:50:00,3.75,12982.0,United Kingdom,online_retail_II,False,15.0
526484,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,2010-10-12 07:49:00,1.25,17710.0,United Kingdom,online_retail_II,False,15.0
490067,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2009-12-03 14:02:00,2.55,15856.0,United Kingdom,online_retail_II,False,15.299999999999999
511853,21539,RED RETROSPOT BUTTER DISH,6,2010-06-11 08:08:00,4.25,14298.0,United Kingdom,online_retail_II,False,25.5
562932,21221,SET/4 BADGES CUTE CREATURES,1,2011-08-10 16:39:00,1.25,16904.0,United Kingdom,online_retail_I,False,1.25
558754,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-07-03 12:10:00,3.75,15518.0,United Kingdom,online_retail_I,False,3.75
579399,23209,LUNCH BAG VINTAGE DOILY ,2,2011-11-29 12:09:00,1.65,13137.0,United Kingdom,online_retail_I,False,3.3
543358,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-02-07 14:04:00,1.25,,United Kingdom,online_retail_I,False,2.5
567183,22410,MONEY BOX HOUSEKEEPING DESIGN,2,2011-09-18 15:32:00,1.25,14769.0,United Kingdom,online_retail_I,False,2.5
544664,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,16,2011-02-22 14:55:00,0.85,16045.0,United Kingdom,online_retail_I,False,13.6
525448,22507,MEMO BOARD RETROSPOT  DESIGN,2,2010-10-05 14:05:00,4.95,16938.0,United Kingdom,online_retail_II,False,9.9
519600,22383,LUNCH BAG SUKI  DESIGN ,1,2010-08-18 15:47:00,1.65,15353.0,United Kingdom,online_retail_II,False,1.65
534221,84925F,PSYCHEDELIC WALL THERMOMETER,1,2010-11-21 16:15:00,2.55,16049.0,United Kingdom,online_retail_II,False,2.55
580981,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-06 16:02:00,2.08,16201.0,United Kingdom,online_retail_I,False,20.8
517351,20728,LUNCH BAG CARS BLUE,6,2010-07-28 14:43:00,1.65,12484.0,Spain,online_retail_II,False,9.899999999999999
576053,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,2011-11-13 14:53:00,2.95,16726.0,United Kingdom,online_retail_I,False,14.75
500658,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2010-03-09 11:22:00,1.95,12748.0,United Kingdom,online_retail_II,False,1.95
534709,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2010-11-23 16:53:00,5.91,,United Kingdom,online_retail_II,False,23.64
530796,22633,HAND WARMER UNION JACK,2,2010-11-04 12:27:00,2.1,16391.0,United Kingdom,online_retail_II,False,4.2
495102,21042,RED SPOTTY APRON ,2,2010-01-21 11:11:00,5.95,15547.0,United Kingdom,online_retail_II,False,11.9
495189,21717,EASTER TIN BUCKET,8,2010-01-21 14:37:00,2.55,15682.0,United Kingdom,online_retail_II,False,20.4
574691,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-11-06 13:17:00,9.95,14174.0,United Kingdom,online_retail_I,False,9.95
545821,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-03-07 12:50:00,1.65,13001.0,United Kingdom,online_retail_I,False,19.799999999999997
548148,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-03-29 12:31:00,0.42,17931.0,United Kingdom,online_retail_I,False,1.26
563549,21876,POTTERING MUG,1,2011-08-17 12:34:00,3.29,,United Kingdom,online_retail_I,False,3.29
546944,48138,DOORMAT UNION FLAG,2,2011-03-18 11:13:00,7.95,14701.0,United Kingdom,online_retail_I,False,15.9
526513,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-10-12 11:04:00,1.95,15039.0,United Kingdom,online_retail_II,False,19.5
C531443,35400,WOODEN BOX ADVENT CALENDAR ,-1,2010-11-08 12:34:00,8.95,14236.0,United Kingdom,online_retail_II,True,-8.95
511052,22090,PAPER BUNTING RETRO SPOTS,1,2010-06-06 12:15:00,2.95,17841.0,United Kingdom,online_retail_II,False,2.95
536353,20723,STRAWBERRY CHARLOTTE BAG,10,2010-11-30 17:43:00,0.85,17160.0,United Kingdom,online_retail_II,False,8.5
521202,82583,HOT BATHS METAL SIGN,1,2010-09-02 17:52:00,4.21,,United Kingdom,online_retail_II,False,4.21
499858,21934,SKULL SHOULDER BAG,1,2010-03-02 17:04:00,3.36,,United Kingdom,online_retail_II,False,3.36
496977,21906,PHARMACIE FIRST AID TIN,2,2010-02-05 09:49:00,6.75,13823.0,United Kingdom,online_retail_II,False,13.5
509745,22452,MEASURING TAPE RUSSIAN DOLL PINK,1,2010-05-25 13:32:00,2.95,17920.0,United Kingdom,online_retail_II,False,2.95
554492,22429,ENAMEL MEASURING JUG CREAM,3,2011-05-24 13:56:00,4.25,13168.0,United Kingdom,online_retail_I,False,12.75
525718,22068,BLACK PIRATE TREASURE CHEST,4,2010-10-06 14:40:00,1.65,,United Kingdom,online_retail_II,False,6.6
553898,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-05-19 17:23:00,2.95,17389.0,United Kingdom,online_retail_I,False,141.60000000000002
491812,20772,GARDEN PATH JOURNAL,108,2009-12-14 13:23:00,0.85,13694.0,United Kingdom,online_retail_II,False,91.8
495070,20694,FLORAL PINK MONSTER,2,2010-01-20 17:50:00,2.51,,United Kingdom,online_retail_II,False,5.02
535398,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,2010-11-26 11:00:00,0.42,18031.0,United Kingdom,online_retail_II,False,0.42
568786,23202,JUMBO BAG VINTAGE LEAF,20,2011-09-29 09:16:00,2.08,15144.0,United Kingdom,online_retail_I,False,41.6
542899,22450,SILK PURSE BABUSHKA BLUE,1,2011-02-01 14:12:00,3.35,17376.0,United Kingdom,online_retail_I,False,3.35
573585,21821,GLITTER STAR GARLAND WITH BELLS ,1,2011-10-31 14:41:00,7.46,,United Kingdom,online_retail_I,False,7.46
569374,20723,STRAWBERRY CHARLOTTE BAG,1,2011-10-03 16:14:00,1.63,,United Kingdom,online_retail_I,False,1.63
512894,21698,MOCK LOBSTER FRIDGE MAGNET,12,2010-06-18 12:37:00,0.85,13426.0,United Kingdom,online_retail_II,False,10.2
504864,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-04-18 12:14:00,0.85,13262.0,United Kingdom,online_retail_II,False,10.2
506146,20727,LUNCH BAG  BLACK SKULL.,1,2010-04-27 16:45:00,4.21,,United Kingdom,online_retail_II,False,4.21
535953,21175,GIN + TONIC DIET METAL SIGN,2,2010-11-29 12:13:00,2.1,15039.0,United Kingdom,online_retail_II,False,4.2
489435,22195,HEART MEASURING SPOONS LARGE,24,2009-12-01 07:46:00,1.65,13085.0,United Kingdom,online_retail_II,False,39.599999999999994
574484,23200,JUMBO BAG PEARS,10,2011-11-04 12:50:00,2.08,14388.0,United Kingdom,online_retail_I,False,20.8
561631,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-07-28 14:27:00,2.95,14911.0,EIRE,online_retail_I,False,17.700000000000003
508921,22625,RED KITCHEN SCALES,1,2010-05-19 10:57:00,8.5,15912.0,United Kingdom,online_retail_II,False,8.5
532665,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2010-11-14 11:37:00,1.65,14052.0,United Kingdom,online_retail_II,False,1.65
572316,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-10-23 16:13:00,1.25,17836.0,United Kingdom,online_retail_I,False,1.25
562553,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-05 16:34:00,4.13,,United Kingdom,online_retail_I,False,4.13
557141,22464,HANGING METAL HEART LANTERN,12,2011-06-17 09:54:00,1.65,16779.0,United Kingdom,online_retail_I,False,19.799999999999997
551174,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-04-26 17:02:00,2.08,,United Kingdom,online_retail_I,False,20.8
565120,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-09-01 11:41:00,2.55,15206.0,United Kingdom,online_retail_I,False,61.199999999999996
555551,85159A,"BLACK TEA,COFFEE,SUGAR JARS",12,2011-06-05 13:32:00,1.95,14696.0,United Kingdom,online_retail_I,False,23.4
515127,21114,LAVENDER SCENTED FABRIC HEART,15,2010-07-08 14:18:00,1.25,14695.0,United Kingdom,online_retail_II,False,18.75
579503,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2,2011-11-29 16:23:00,2.95,17097.0,Spain,online_retail_I,False,5.9
500861,21217,RED SPOTTY ROUND CAKE TINS,4,2010-03-10 12:45:00,9.95,14680.0,United Kingdom,online_retail_II,False,39.8
555728,22659,LUNCH BOX I LOVE LONDON,1,2011-06-06 16:41:00,1.95,17252.0,United Kingdom,online_retail_I,False,1.95
517106,22537,MAGIC DRAWING SLATE DINOSAUR,3,2010-07-26 15:17:00,0.42,12867.0,United Kingdom,online_retail_II,False,1.26
540826,21955,DOORMAT UNION JACK GUNS AND ROSES,4,2011-01-11 14:00:00,7.95,13102.0,United Kingdom,online_retail_I,False,31.8
534822,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2010-11-24 12:54:00,4.95,12970.0,United Kingdom,online_retail_II,False,4.95
504935,84905,PINK BUTTERFLY CUSHION COVER ,1,2010-04-19 11:19:00,5.06,,United Kingdom,online_retail_II,False,5.06
522914,21930,JUMBO STORAGE BAG SKULLS,10,2010-09-17 13:53:00,1.95,17139.0,United Kingdom,online_retail_II,False,19.5
562933,23202,JUMBO BAG VINTAGE LEAF,1,2011-08-10 16:51:00,4.13,,United Kingdom,online_retail_I,False,4.13
531922,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-11-10 12:09:00,1.65,17974.0,United Kingdom,online_retail_II,False,1.65
C501751,M,Manual,-1,2010-03-19 11:30:00,6958.17,15760.0,Norway,online_retail_II,True,-6958.17
538248,48138,DOORMAT UNION FLAG,1,2010-12-10 12:14:00,7.95,18116.0,United Kingdom,online_retail_I,False,7.95
521031,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1,2010-09-01 17:17:00,7.62,,United Kingdom,online_retail_II,False,7.62
563093,20725,LUNCH BAG RED RETROSPOT,1,2011-08-11 17:28:00,4.13,,United Kingdom,online_retail_I,False,4.13
581173,21864,UNION JACK FLAG PASSPORT COVER ,1,2011-12-07 15:07:00,2.1,17870.0,United Kingdom,online_retail_I,False,2.1
576383,23487,SWEET HEART CAKE CARRIER,1,2011-11-15 09:31:00,9.95,12883.0,United Kingdom,online_retail_I,False,9.95
494671,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,2010-01-17 15:46:00,1.45,14560.0,United Kingdom,online_retail_II,False,17.4
507707,21936,RED RETROSPOT PICNIC BAG,10,2010-05-11 11:17:00,2.95,17428.0,United Kingdom,online_retail_II,False,29.5
566817,23208,LUNCH BAG VINTAGE LEAF DESIGN,30,2011-09-15 10:53:00,1.65,16160.0,United Kingdom,online_retail_I,False,49.5
506410,22198,LARGE POPCORN HOLDER ,12,2010-04-29 13:54:00,1.65,12863.0,United Kingdom,online_retail_II,False,19.799999999999997
535449,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2010-11-26 12:50:00,4.95,17516.0,United Kingdom,online_retail_II,False,4.95
513975,21121,SET/10 RED SPOTTY PARTY CANDLES,2,2010-06-29 16:43:00,1.25,13451.0,United Kingdom,online_retail_II,False,2.5
C564104,90070,RUBY GLASS CLUSTER BRACELET,-3,2011-08-23 10:38:00,5.95,12530.0,Germany,online_retail_I,True,-17.85
553680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-05-18 13:11:00,2.95,13258.0,United Kingdom,online_retail_I,False,29.5
530067,21481,FAWN BLUE HOT WATER BOTTLE,2,2010-11-01 11:53:00,2.95,16960.0,United Kingdom,online_retail_II,False,5.9
561390,23202,JUMBO BAG VINTAGE LEAF,10,2011-07-27 09:52:00,2.08,17068.0,United Kingdom,online_retail_I,False,20.8
570288,23293,SET OF 12 FAIRY CAKE BAKING CASES,3,2011-10-10 11:47:00,0.83,16960.0,United Kingdom,online_retail_I,False,2.4899999999999998
515181,85049C,ROMANTIC PINKS RIBBONS ,3,2010-07-08 19:12:00,1.25,17231.0,United Kingdom,online_retail_II,False,3.75
521204,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-09-02 18:13:00,0.55,14667.0,United Kingdom,online_retail_II,False,13.200000000000001
557153,21877,HOME SWEET HOME MUG,2,2011-06-17 11:07:00,1.25,13735.0,United Kingdom,online_retail_I,False,2.5
503823,90167,BEADED LOVE HEART JEWELLERY SET,1,2010-04-07 14:59:00,1.66,,United Kingdom,online_retail_II,False,1.66
516569,22136,LOVE HEART SOCK HANGER,24,2010-07-21 12:45:00,1.65,13093.0,United Kingdom,online_retail_II,False,39.599999999999994
535324,22142,CHRISTMAS CRAFT WHITE FAIRY ,5,2010-11-25 15:26:00,1.45,14482.0,United Kingdom,online_retail_II,False,7.25
513419,21755,LOVE BUILDING BLOCK WORD,6,2010-06-24 12:37:00,5.95,14732.0,United Kingdom,online_retail_II,False,35.7
516430,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-07-20 11:47:00,1.95,17511.0,United Kingdom,online_retail_II,False,15.6
553889,21174,POTTERING IN THE SHED METAL SIGN,12,2011-05-19 16:31:00,2.08,13405.0,United Kingdom,online_retail_I,False,24.96
554651,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2011-05-25 12:55:00,0.85,12779.0,Poland,online_retail_I,False,20.4
544599,48187,DOORMAT NEW ENGLAND,1,2011-02-21 18:15:00,15.79,,United Kingdom,online_retail_I,False,15.79
511970,22521,CHILDS GARDEN TROWEL PINK,1,2010-06-11 13:59:00,0.85,18022.0,United Kingdom,online_retail_II,False,0.85
511942,22080,RIBBON REEL SPOTS DESIGN ,10,2010-06-11 12:22:00,1.65,16499.0,United Kingdom,online_retail_II,False,16.5
